company_id,company_name,company_type,company_website,company_location_city,company_owner,fuzzy_score,organization_number,scb_company_name,co_address,post_address,post_code,post_city,municipality_code,municipality,county_code,county,num_workplaces,employee_size_code,employee_size,company_status_code,company_status,legal_form_code,legal_form,start_date,registration_date,industry_1_code,industry_1,industry_2_code,industry_2,revenue_year,revenue_size_code,revenue_size,phone,email,employer_status_code,employer_status,vat_status_code,vat_status,export_import
1122,Skatteverket,publicsector,skatteverket.se,MALMÖ,,100,2021005448,SKATTEVERKET,,,205 30,MALMÖ,0183,Sundbyberg,01,Stockholm,50  ,16,10000- anställda,1,Är verksam,81,Statliga enheter,2004-02-03,2003-12-22,84113,"Skatteförvaltning, indrivning ",     ,,2024,8 ,100 000 - 499 999 tkr,0771567567,registrator@skatteverket.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1130,RISE,publicsector,https://www.ri.se/sv,,,90,5564646874,RISE Research Institutes of Sweden AB,,BOX 857,501 15,BORÅS,1480,Göteborg,14,Västra Götaland,54  ,12,2000-2999 anställda,1,Är verksam,49,Övriga aktiebolag,1993-08-06,1993-03-19,72190,Annan naturvetenskaplig och teknisk forskning och utveckling,71200,Teknisk provning och analys,2024,10,1 000 000 - 4 999 999 tkr,0105165000,info@ri.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1133,Skogsstyrelsen,publicsector,https://skogsstyrelsen.se,JÖNKÖPING,,100,2021005612,SKOGSSTYRELSEN,,,551 83,JÖNKÖPING,0680,Jönköping,06,Jönköping,74  ,9 ,500-999 anställda,1,Är verksam,81,Statliga enheter,2006-01-11,2005-12-28,84132,"Administration av program för jordbruk, skogsbruk, jakt och fiske",     ,,2024,8 ,100 000 - 499 999 tkr,036359300,skogsstyrelsen@skogsstyrelsen.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1137,Layke Analytics,startup,https://laykeanalytics.com/,,,100,5590973011,Violet AI AB,RKO AB,SIBYLLEGATAN 47,114 42,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2017-09-26,2017-01-24,62020,Datakonsultverksamhet,     ,,2024,5 ,10 000 - 19 999 tkr,, ,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1138,Codon,supplier,https://codon.se/,STOCKHOLM,,48,5592103666,Codon Consulting AB,,ÖSTGÖTAGATAN 12,116 25,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2019-08-12,2019-07-02,62020,Datakonsultverksamhet,     ,,2024,5 ,10 000 - 19 999 tkr,0709395652,info@codon.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1144,Göteborgs Stad,publicsector,https://goteborg.se,,,88,5565370888,Göteborgs Stadshus AB,STADSLEDNINGSKONTORET,,404 82,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,1997-05-28,1996-12-16,70100,Verksamheter som utövas av huvudkontor,     ,,2024,6 ,20 000 - 49 999 tkr,0313680206,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1145,Västra Götalandsregionen,publicsector,https://vgregion.se,VÄNERSBORG,,100,2321000131,VÄSTRA GÖTALANDSREGIONEN,REGIONENS HUS,,462 80,VÄNERSBORG,1487,Vänersborg,14,Västra Götaland,433 ,16,10000- anställda,1,Är verksam,84,Regioner,1976-01-01,1974-01-01,86221,"Specialistläkarverksamhet inom öppenvård, på sjukhus",86102,Specialiserad sluten somatisk hälso- och sjukvård på sjukhus,2024,10,1 000 000 - 4 999 999 tkr,0104410000,post@vgregion.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1149,Vinnova,publicsector,https://www.vinnova.se,,,100,2021005216,VERKET FÖR INNOVATIONSSYSTEM,,,101 58,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,8 ,200-499 anställda,1,Är verksam,81,Statliga enheter,2001-04-27,2000-12-30,84139,Administration av andra näringslivsprogram,84122,Administration av universitets- och högskoleutbildning samt forskning,2024,5 ,10 000 - 19 999 tkr,084733000,vinnova@vinnova.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1152,Rek.ai,startup,https://rek.ai,,Sandskogen AI Aktiebolag,100,5591452494,Sandskogen AI Aktiebolag,,ÅSÖGATAN 140,116 24,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2018-11-13,2018-01-23,62010,Dataprogrammering,     ,,2024,5 ,10 000 - 19 999 tkr,           ,info@rek.ai,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1157,Skyqraft,startup,https://www.skyqraft.com/,,,100,5591864482,Arkion Solutions AB,IOFFICE (PLAN 4),DROTTNINGGATAN 32,111 51,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2019-03-26,2019-01-03,42220,Anläggningsarbeten för el och telekommunikation,     ,,2024,5 ,10 000 - 19 999 tkr,,info@arkion.co,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1160,DIGG - Agency for Digital Government,publicsector,https://www.digg.se/,,,100,2021006883,MYNDIGHETEN FÖR DIGITAL FÖRVALTNING,,BOX 14,851 02,SUNDSVALL,0180,Stockholm,01,Stockholm,2   ,7 ,100-199 anställda,1,Är verksam,81,Statliga enheter,2018-09-11,2018-08-14,84112,"Inspektion, kontroll och tillståndsgivning",70220,Konsultverksamhet avseende företags organisation,2024,2 ,500 - 999 tkr,0771114400,info@digg.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1163,Stockholms stad,publicsector,http://start.stockholm,,,88,5564151727,Stockholms Stadshus AB,,RAGNAR ÖSTBERGS PLAN 1,105 35,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,1996-01-22,1991-01-08,70100,Verksamheter som utövas av huvudkontor,     ,,2024,7 ,50 000 - 99 999 tkr,0850829000,info@stadshusab.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1166,TecPoint,supplier,https://tecpoint.se,,,100,5566848486,Tecswepoint AB,,BERGHAMNSVÄGEN 62 A,165 71,HÄSSELBY,0180,Stockholm,01,Stockholm,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2006-01-24,2005-08-30,62010,Dataprogrammering,62020,Datakonsultverksamhet,2024,3 ,1 000 - 4 999 tkr,,hk@tecpoint.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1178,AMD Silo AI,supplier,https://www.amd.com/en/solutions/ai/silo-ai.html,,,100,5562026574,ADVANCED MICRO DEVICES AKTIEBOLAG,HÖKERBERG/SÖDERQVIST ADV.BYRÅ,BOX 7836,103 98,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,1980-01-01,1979-01-01,46521,Partihandel med elektronikkomponenter,     ,,2024,7 ,50 000 - 99 999 tkr,084078800,daniel.ahlstrom@wsa.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1202,Sentian.ai,startup,https://www.sentian.ai/,,,100,5590650494,Sentiantechnologies AB,,ARENAGATAN 35,215 32,MALMÖ,1280,Malmö,12,Skåne,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2016-06-21,2016-06-14,62010,Dataprogrammering,     ,,2024,6 ,20 000 - 49 999 tkr,,martin.rugfelt@sentian.ai,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1208,Unibap,startup,https://unibap.com/,UPPSALA,,32,5569251134,Unibap Space Solutions AB (publ),,VÄSTRA ÅGATAN 16,753 09,UPPSALA,0380,Uppsala,03,Uppsala,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2013-09-18,2013-03-12,46510,Partihandel med datorer och kringutrustning samt programvara,     ,,2024,7 ,50 000 - 99 999 tkr,,economy@unibap.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1234,Region Dalarna,publicsector,https://www.regiondalarna.se,FALUN,,100,2321000180,REGION DALARNA,,BOX 712,791 29,FALUN,2080,Falun,20,Dalarna,61  ,15,5000-9999 anställda,1,Är verksam,84,Regioner,1976-01-01,1974-01-01,86102,Specialiserad sluten somatisk hälso- och sjukvård på sjukhus,86221,"Specialistläkarverksamhet inom öppenvård, på sjukhus",2024,9 ,500 000 - 999 999 tkr,023490000,region.dalarna@regiondalarna.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1239,Region Kronoberg,publicsector,https://www.regionkronoberg.se/,VÄXJÖ,,100,2321000065,REGION KRONOBERG,REGION KRONOBERG,,352 31,VÄXJÖ,0780,Växjö,07,Kronoberg,40  ,15,5000-9999 anställda,1,Är verksam,84,Regioner,1976-01-01,1974-01-01,86102,Specialiserad sluten somatisk hälso- och sjukvård på sjukhus,86221,"Specialistläkarverksamhet inom öppenvård, på sjukhus",2024,9 ,500 000 - 999 999 tkr,0470588000,region@kronoberg.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1240,Bolagsverket,publicsector,https://www.bolagsverket.se/,SUNDSVALL,,100,2021005489,BOLAGSVERKET,,,851 81,SUNDSVALL,2281,Sundsvall,22,Västernorrland,1   ,9 ,500-999 anställda,1,Är verksam,81,Statliga enheter,2004-08-16,2004-08-14,84112,"Inspektion, kontroll och tillståndsgivning",     ,,2024,9 ,500 000 - 999 999 tkr,0771670670,bolagsverket@bolagsverket.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1243,Wavr Tech AB (publ),startup,https://www.wavr.com,GÖTEBORG,,100,5592790785,WAVR International AB,S- EKONOMI,SYLVENIUSGATAN 2,754 50,UPPSALA,2482,Skellefteå,24,Västerbotten,1   ,2 ,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2020-12-07,2020-11-02,70220,Konsultverksamhet avseende företags organisation,     ,,2024,1 ,1 - 499 tkr,,janne@wavr.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1254,DataForce by TransPerfect,corporation,https://www.transperfect.com/dataforce,,,100,5566789870,TransPerfect Translations AB,,LINNÉGATAN 89 E,115 23,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2005-11-15,2005-04-12,74300,Översättning och tolkning,     ,,2024,6 ,20 000 - 49 999 tkr,084118300,stockholm@transperfect.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1270,Region Uppsala,publicsector,regionuppsala.se,UPPSALA,,100,2321000024,REGION UPPSALA,,BOX 602,751 25,UPPSALA,0380,Uppsala,03,Uppsala,74  ,16,10000- anställda,1,Är verksam,84,Regioner,1976-01-01,1975-01-01,86221,"Specialistläkarverksamhet inom öppenvård, på sjukhus",86102,Specialiserad sluten somatisk hälso- och sjukvård på sjukhus,2024,12, > 9 999 999 tkr,0186110000,region.uppsala@regionuppsala.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1271,Softhouse Consulting,supplier,softhouseconsulting.se,,,100,5565355681,SOFTHOUSE NORDIC AB,,CARLSGATAN 12 A 6TR,211 20,MALMÖ,1280,Malmö,12,Skåne,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,1996-12-02,1996-11-11,62010,Dataprogrammering,     ,,2024,6 ,20 000 - 49 999 tkr,, ,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1296,Region Skåne,publicsector,https://www.skane.se/,KRISTIANSTAD,,100,2321000255,REGION SKÅNE,,,291 89,KRISTIANSTAD,1290,Kristianstad,12,Skåne,222 ,16,10000- anställda,1,Är verksam,84,Regioner,1999-01-22,1998-12-10,86102,Specialiserad sluten somatisk hälso- och sjukvård på sjukhus,86221,"Specialistläkarverksamhet inom öppenvård, på sjukhus",2024,11,5 000 000 - 9 999 999 tkr,0443093000,region@skane.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1306,CEVT AB,corporation,https://www.cevt.se/,,,100,5569227639,Zeekr Technology Europe AB,,PUMPGATAN 1,417 55,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,9 ,500-999 anställda,1,Är verksam,49,Övriga aktiebolag,2013-06-04,2013-02-19,72190,Annan naturvetenskaplig och teknisk forskning och utveckling,     ,,2024,10,1 000 000 - 4 999 999 tkr,,legal@zeekrtech.eu,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1311,Neodev,supplier,https://www.neodev.se/,,,100,5566337555,SYLOG SVERIGE AB,,ROSTERIGRÄND 12,117 61,STOCKHOLM,0180,Stockholm,01,Stockholm,3   ,7 ,100-199 anställda,1,Är verksam,49,Övriga aktiebolag,2003-02-11,2002-10-22,62020,Datakonsultverksamhet,62010,Dataprogrammering,2024,9 ,500 000 - 999 999 tkr,087504900,ekonomi@sylog.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1313,Ionic Consulting AB,supplier,https://ionic.se/,,,100,5561206474,AFRY AB,,FRÖSUNDALEDEN 2 A,169 75,SOLNA,0180,Stockholm,01,Stockholm,13  ,7 ,100-199 anställda,1,Är verksam,49,Övriga aktiebolag,1981-01-01,1972-01-01,70100,Verksamheter som utövas av huvudkontor,     ,,2024,10,1 000 000 - 4 999 999 tkr,0105050000,info@afry.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1332,Sveriges Kommuner och Regioner (SKR),publicsector,https://skr.se/,STOCKHOLM,,100,2220000315,SVERIGES KOMMUNER OCH REGIONER,,,118 82,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,9 ,500-999 anställda,1,Är verksam,61,Ideella föreningar,1977-01-01,1976-01-01,94112,Intressebevakning inom arbetsgivarorganisationer,     ,,2024,10,1 000 000 - 4 999 999 tkr,084527000,info@skr.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
